Token,LOC,PER,ORG,MISC
,,,,
un,,,,
formidable,,,,
juron,,,,
m',,,,
échappa,,,,
je,,,,
ne,,,,
sais,,,,
comment,,,,
,,,,
Consternation,,,,
générale,,,,
!,,,,
«,,,,
Qui,,,,
t',,,,
a,,,,
appris,,,,
cela,,,,
?,,,,
Où,,,,
l',,,,
as,,,,
-,,,,
tu,,,,
entendu,,,,
?,,,,
»,,,,
Ce,,,,
fut,,,,
un,,,,
événement,,,,
.,,,,
M.,,X,,
Eyssette,,X,,
parla,,,,
tout,,,,
de,,,,
suite,,,,
de,,,,
me,,,,
mettre,,,,
dans,,,,
une,,,,
maison,,,,
de,,,,
correction,,,,
,,,,
mon,,,,
grand,,,,
frère,,,,
l',,,,
abbé,,,,
dit,,,,
qu',,,,
avant,,,,
toute,,,,
chose,,,,
on,,,,
devait,,,,
m',,,,
envoyer,,,,
à,,,,
confesse,,,,
,,,,
puisque,,,,
j',,,,
avais,,,,
l',,,,
âge,,,,
de,,,,
raison,,,,
.,,,,
On,,,,
me,,,,
mena,,,,
à,,,,
confesse,,,,
.,,,,
Grande,,,,
affaire,,,,
!,,,,
Il,,,,
fallait,,,,
ramasser,,,,
dans,,,,
tous,,,,
les,,,,
coins,,,,
de,,,,
ma,,,,
conscience,,,,
un,,,,
tas,,,,
de,,,,
vieux,,,,
péchés,,,,
qui,,,,
traînaient,,,,
là,,,,
depuis,,,,
sept,,,,
ans,,,,
.,,,,
Je,,,,
ne,,,,
dormis,,,,
pas,,,,
de,,,,
deux,,,,
nuits,,,,
,,,,
c',,,,
est,,,,
qu',,,,
il,,,,
y,,,,
en,,,,
avait,,,,
toute,,,,
une,,,,
panerée,,,,
de,,,,
ces,,,,
diables,,,,
de,,,,
péchés,,,,
,,,,
j',,,,
avais,,,,
mis,,,,
les,,,,
plus,,,,
petits,,,,
dessus,,,,
,,,,
mais,,,,
c',,,,
est,,,,
égal,,,,
,,,,
les,,,,
autres,,,,
se,,,,
voyaient,,,,
,,,,
et,,,,
lorsque,,,,
,,,,
agenouillé,,,,
dans,,,,
la,,,,
petite,,,,
armoire,,,,
de,,,,
chêne,,,,
,,,,
il,,,,
fallut,,,,
montrer,,,,
tout,,,,
cela,,,,
au,,X,,
curé,,X,,
des,,X,,
Récollets,,X,,
,,,,
je,,,,
crus,,,,
que,,,,
je,,,,
mourrais,,,,
de,,,,
peur,,,,
et,,,,
de,,,,
confusion,,,,
...,,,,
Ce,,,,
fut,,,,
fini,,,,
.,,,,
Je,,,,
ne,,,,
voulus,,,,
plus,,,,
jouer,,,,
avec,,,,
Rouget,,X,,
,,,,
je,,,,
savais,,,,
maintenant,,,,
,,,,
c',,,,
est,,,,
saint,,,,X
Paul,,,,X
qui,,,,
l',,,,
a,,,,
dit,,,,
et,,,,
le,,X,,
curé,,X,,
des,,X,,
Récollets,,X,,
me,,,,
le,,,,
répéta,,,,
,,,,
que,,,,
le,,,,
démon,,,,
rôde,,,,
éternellement,,,,
autour,,,,
de,,,,
nous,,,,
comme,,,,
un,,,,
lion,,,,
,,,,
quaerens,,,,
quem,,,,
devoret,,,,
?,,,,
Oh,,,,
!,,,,
ce,,,,
quaerens,,,,
quem,,,,
devoret,,,,
,,,,
quelle,,,,
impression,,,,
il,,,,
me,,,,
fit,,,,
!,,,,
Je,,,,
savais,,,,
aussi,,,,
que,,,,
cet,,,,
intrigant,,,,
de,,,,
Lucifer,,,,X
prend,,,,
tous,,,,
les,,,,
visages,,,,
qu',,,,
il,,,,
veut,,,,
pour,,,,
vous,,,,
tenter,,,,
,,,,
et,,,,
vous,,,,
ne,,,,
m',,,,
auriez,,,,
pas,,,,
ôté,,,,
de,,,,
l',,,,
idée,,,,
qu',,,,
il,,,,
s',,,,
était,,,,
caché,,,,
dans,,,,
la,,,,
peau,,,,
de,,,,
Rouget,,X,,
pour,,,,
m',,,,
apprendre,,,,
à,,,,
jurer,,,,
le,,,,
nom,,,,
de,,,,
Dieu,,,,X
.,,,,
Aussi,,,,
,,,,
mon,,,,
premier,,,,
soin,,,,
,,,,
en,,,,
rentrant,,,,
à,,,,
la,,,,
fabrique,,,,
,,,,
fut,,,,
d',,,,
avertir,,,,
Vendredi,,X,,
qu',,,,
il,,,,
eût,,,,
à,,,,
rester,,,,
chez,,,,
lui,,,,
dorénavant,,,,
.,,,,
Infortuné,,,,
Vendredi,,X,,
!,,,,
Cet,,,,
ukase,,,,
lui,,,,
creva,,,,
,,,,
le,,,,
cœur,,,,
,,,,
mais,,,,
il,,,,
s',,,,
y,,,,
conforma,,,,
sans,,,,
une,,,,
plainte,,,,
.,,,,
Quelquefois,,,,
je,,,,
l',,,,
apercevais,,,,
debout,,,,
,,,,
sur,,,,
la,,,,
porte,,,,
de,,,,
la,,,,
loge,,,,
,,,,
du,,,,
côté,,,,
des,,,,
ateliers,,,,
,,,,
il,,,,
se,,,,
tenait,,,,
là,,,,
tristement,,,,
,,,,
et,,,,
lorsqu',,,,
il,,,,
voyait,,,,
que,,,,
je,,,,
le,,,,
regardais,,,,
,,,,
le,,,,
malheureux,,,,
poussait,,,,
pour,,,,
m',,,,
attendrir,,,,
les,,,,
plus,,,,
effroyables,,,,
rugissements,,,,
,,,,
en,,,,
agitant,,,,
sa,,,,
crinière,,,,
flamboyante,,,,
,,,,
mais,,,,
plus,,,,
il,,,,
rugissait,,,,
,,,,
plus,,,,
je,,,,
me,,,,
tenais,,,,
loin,,,,
.,,,,
Je,,,,
trouvais,,,,
qu',,,,
il,,,,
ressemblait,,,,
au,,,,
fameux,,,,
lion,,,,
quaerens,,,,
.,,,,
Je,,,,
lui,,,,
criais,,,,
:,,,,
«,,,,
Va,,,,
-,,,,
t',,,,
en,,,,
!,,,,
tu,,,,
me,,,,
fais,,,,
horreur,,,,
.,,,,
»,,,,
Rouget,,X,,
s',,,,
obstina,,,,
à,,,,
rugir,,,,
ainsi,,,,
pendant,,,,
quelques,,,,
jours,,,,
,,,,
puis,,,,
,,,,
un,,,,
matin,,,,
,,,,
son,,,,
père,,,,
,,,,
fatigué,,,,
de,,,,
ses,,,,
rugissements,,,,
à,,,,
domicile,,,,
,,,,
l',,,,
envoya,,,,
rugir,,,,
en,,,,
apprentissage,,,,
,,,,
et,,,,
je,,,,
ne,,,,
le,,,,
revis,,,,
plus,,,,
.,,,,
Mon,,,,
enthousiasme,,,,
pour,,,,
Robinson,,,,X
n',,,,
en,,,,
fut,,,,
pas,,,,
un,,,,
instant,,,,
refroidi,,,,
.,,,,
Tout,,,,
juste,,,,
vers,,,,
ce,,,,
temps,,,,
-là,,,,
,,,,
l',,X,,
oncle,,X,,
Baptiste,,X,,
se,,,,
dégoûta,,,,
subitement,,,,
de,,,,
son,,,,
perroquet,,,,
et,,,,
me,,,,
le,,,,
donna,,,,
.,,,,
Ce,,,,
perroquet,,,,
remplaça,,,,
Vendredi,,X,,
.,,,,
Je,,,,
l',,,,
installai,,,,
dans,,,,
une,,,,
belle,,,,
cage,,,,
au,,,,
fond,,,,
de,,,,
ma,,,,
résidence,,,,
d',,,,
hiver,,,,
,,,,
et,,,,
me,,,,
voilà,,,,
,,,,
plus,,,,
Crusoé,,X,,
que,,,,
jamais,,,,
,,,,
passant,,,,
mes,,,,
journées,,,,
en,,,,
tête-à-tête,,,,
avec,,,,
cet,,,,
intéressant,,,,
volatile,,,,
et,,,,
cherchant,,,,
à,,,,
lui,,,,
faire,,,,
dire,,,,
:,,,,
«,,,,
Robinson,,X,,
,,,,
mon,,,,
pauvre,,,,
Robinson,,X,,
!,,,,
»,,,,
Comprenez,,,,
-vous,,,,
cela,,,,
?,,,,
Ce,,,,
perroquet,,,,
,,,,
que,,,,
l',,X,,
oncle,,X,,
Baptiste,,X,,
m',,,,
avait,,,,
donné,,,,
pour,,,,
se,,,,
débarrasser,,,,
de,,,,
son,,,,
éternel,,,,
bavardage,,,,
,,,,
s',,,,
obstina,,,,
à,,,,
ne,,,,
pas,,,,
parler,,,,
dès,,,,
qu',,,,
il,,,,
fut,,,,
à,,,,
moi,,,,
...,,,,
Pas,,,,
plus,,,,
«,,,,
mon,,,,
pauvre,,,,
Robinson,,X,,
»,,,,
qu',,,,
autre,,,,
chose,,,,
,,,,
jamais,,,,
je,,,,
n',,,,
en,,,,
pus,,,,
rien,,,,
tirer,,,,
.,,,,
Malgré,,,,
cela,,,,
,,,,
je,,,,
l',,,,
aimais,,,,
beaucoup,,,,
et,,,,
j',,,,
en,,,,
avais,,,,
le,,,,
plus,,,,
grand,,,,
soin,,,,
.,,,,
Nous,,,,
vivions,,,,
ainsi,,,,
,,,,
mon,,,,
perroquet,,,,
et,,,,
moi,,,,
,,,,
dans,,,,
la,,,,
plus,,,,
austère,,,,
solitude,,,,
,,,,
lorsqu',,,,
un,,,,
matin,,,,
il,,,,
m',,,,
arriva,,,,
une,,,,
chose,,,,
vraiment,,,,
extraordinaire,,,,
.,,,,
Ce,,,,
jour,,,,
-là,,,,
,,,,
j',,,,
avais,,,,
quitté,,,,
ma,,,,
cabane,,,,
de,,,,
bonne,,,,
heure,,,,
et,,,,
je,,,,
faisais,,,,
,,,,
armé,,,,
jusqu',,,,
aux,,,,
dents,,,,
,,,,
un,,,,
voyage,,,,
d',,,,
exploration,,,,
à,,,,
travers,,,,
mon,,,,
île,,,,
...,,,,
Tout,,,,
à,,,,
coup,,,,
,,,,
je,,,,
vis,,,,
venir,,,,
de,,,,
mon,,,,
côté,,,,
un,,,,
groupe,,,,
de,,,,
trois,,,,
ou,,,,
quatre,,,,
personnes,,,,
,,,,
qui,,,,
parlaient,,,,
à,,,,
voix,,,,
très,,,,
haute,,,,
et,,,,
gesticulaient,,,,
vivement,,,,
.,,,,
Juste,,,,
Dieu,,,,X
!,,,,
des,,,,
hommes,,,,
dans,,,,
mon,,,,
île,,,,
!,,,,
Je,,,,
n',,,,
eus,,,,
que,,,,
le,,,,
temps,,,,
de,,,,
me,,,,
jeter,,,,
derrière,,,,
un,,,,
bouquet,,,,
de,,,,
lauriers,,,,
roses,,,,
,,,,
et,,,,
à,,,,
plat,,,,
ventre,,,,
,,,,
s',,,,
il,,,,
vous,,,,
plaît,,,,
...,,,,
Les,,,,
hommes,,,,
passèrent,,,,
près,,,,
de,,,,
moi,,,,
sans,,,,
me,,,,
voir,,,,
...,,,,
Je,,,,
crus,,,,
distinguer,,,,
la,,,,
voix,,,,
du,,X,,
concierge,,X,,
Colombe,,X,,
,,,,
ce,,,,
qui,,,,
me,,,,
rassura,,,,
un,,,,
peu,,,,
,,,,
mais,,,,
,,,,
c',,,,
est,,,,
égal,,,,
,,,,
dès,,,,
qu',,,,
ils,,,,
furent,,,,
loin,,,,
je,,,,
sortis,,,,
de,,,,
ma,,,,
cachette,,,,
et,,,,
je,,,,
les,,,,
suivis,,,,
à,,,,
distance,,,,
pour,,,,
voir,,,,
ce,,,,
que,,,,
tout,,,,
cela,,,,
deviendrait,,,,
...,,,,
Ces,,,,
étrangers,,,,
restèrent,,,,
longtemps,,,,
dans,,,,
mon,,,,
île,,,,
.,,,,
Ils,,,,
la,,,,
visitèrent,,,,
d',,,,
un,,,,
bout,,,,
à,,,,
l',,,,
autre,,,,
dans,,,,
tous,,,,
ses,,,,
détails,,,,
.,,,,
Je,,,,
les,,,,
vis,,,,
entrer,,,,
dans,,,,
mes,,,,
grottes,,,,
et,,,,
sonder,,,,
avec,,,,
leurs,,,,
cannes,,,,
la,,,,
profondeur,,,,
de,,,,
mes,,,,
océans,,,,
.,,,,
De,,,,
temps,,,,
en,,,,
temps,,,,
ils,,,,
s',,,,
arrêtaient,,,,
et,,,,
remuaient,,,,
la,,,,
tête,,,,
.,,,,
Toute,,,,
ma,,,,
crainte,,,,
était,,,,
qu',,,,
ils,,,,
ne,,,,
vinssent,,,,
à,,,,
découvrir,,,,
mes,,,,
résidences,,,,
...,,,,
Que,,,,
serais,,,,
-je,,,,
devenu,,,,
,,,,
grand,,,,
Dieu,,,,X
!,,,,
Heureusement,,,,
,,,,
il,,,,
n',,,,
en,,,,
fut,,,,
rien,,,,
,,,,
et,,,,
au,,,,
bout,,,,
d',,,,
une,,,,
demi-heure,,,,
,,,,
les,,,,
hommes,,,,
se,,,,
retirèrent,,,,
sans,,,,
se,,,,
douter,,,,
seulement,,,,
que,,,,
l',,,,
île,,,,
était,,,,
habitée,,,,
.,,,,
Dès,,,,
qu',,,,
ils,,,,
furent,,,,
partis,,,,
,,,,
je,,,,
courus,,,,
m',,,,
enfermer,,,,
dans,,,,
une,,,,
de,,,,
mes,,,,
cabanes,,,,
,,,,
et,,,,
passai,,,,
là,,,,
le,,,,
reste,,,,
du,,,,
jour,,,,
à,,,,
me,,,,
demander,,,,
quels,,,,
étaient,,,,
ces,,,,
hommes,,,,
et,,,,
ce,,,,
qu',,,,
ils,,,,
étaient,,,,
venus,,,,
faire,,,,
.,,,,
J',,,,
allais,,,,
le,,,,
savoir,,,,
bientôt,,,,
.,,,,
Le,,,,
soir,,,,
,,,,
à,,,,
souper,,,,
,,,,
M.,,X,,
Eyssette,,X,,
nous,,,,
annonça,,,,
solennellement,,,,
que,,,,
la,,,,
fabrique,,,,
était,,,,
vendue,,,,
,,,,
et,,,,
que,,,,
,,,,
dans,,,,
un,,,,
mois,,,,
,,,,
nous,,,,
partirions,,,,
tous,,,,
pour,,,,
Lyon,,,,
,,,,
où,,,,
nous,,,,
allions,,,,
demeurer,,,,
désormais,,,,
.,,,,
Ce,,,,
fut,,,,
un,,,,
coup,,,,
terrible,,,,
.,,,,
Il,,,,
me,,,,
sembla,,,,
que,,,,
le,,,,
ciel,,,,
croulait,,,,
.,,,,
La,,,,
fabrique,,,,
vendue,,,,
!,,,,
...,,,,
Eh,,,,
bien,,,,
,,,,
et,,,,
mon,,,,
île,,,,
,,,,
mes,,,,
grottes,,,,
,,,,
mes,,,,
cabanes,,,,
?,,,,
Hélas,,,,
!,,,,
l',,,,
île,,,,
,,,,
les,,,,
grottes,,,,
,,,,
les,,,,
cabanes,,,,
,,,,
M.,,,,
Eyssette,,,,
avait,,,,
tout,,,,
vendu,,,,
,,,,
il,,,,
fallait,,,,
tout,,,,
quitter,,,,
.,,,,
Dieu,,,,
,,,,
que,,,,
je,,,,
pleurais,,,,
!,,,,
...,,,,
Pendant,,,,
un,,,,
mois,,,,
,,,,
tandis,,,,
qu',,,,
à,,,,
la,,,,
maison,,,,
on,,,,
emballait,,,,
les,,,,
glaces,,,,
,,,,
la,,,,
vaisselle,,,,
,,,,
je,,,,
me,,,,
promenais,,,,
triste,,,,
et,,,,
seul,,,,
dans,,,,
ma,,,,
chère,,,,
fabrique,,,,
,,,,
Je,,,,
n',,,,
avais,,,,
plus,,,,
le,,,,
cœur,,,,
à,,,,
jouer,,,,
,,,,
vous,,,,
pensez,,,,
...,,,,
oh,,,,
!,,,,
non,,,,
...,,,,
J',,,,
allais,,,,
m',,,,
asseoir,,,,
dans,,,,
tous,,,,
les,,,,
coins,,,,
,,,,
et,,,,
regardant,,,,
les,,,,
objets,,,,
autour,,,,
de,,,,
moi,,,,
,,,,
je,,,,
leur,,,,
parlais,,,,
comme,,,,
à,,,,
des,,,,
personnes,,,,
,,,,
je,,,,
disais,,,,
aux,,,,
platanes,,,,
:,,,,
«,,,,
Adieu,,,,
,,,,
mes,,,,
chers,,,,
amis,,,,
!,,,,
»,,,,
et,,,,
aux,,,,
bassins,,,,
:,,,,
«,,,,
C',,,,
est,,,,
fini,,,,
,,,,
nous,,,,
ne,,,,
nous,,,,
verrons,,,,
plus,,,,
!,,,,
»,,,,
Il,,,,
y,,,,
avait,,,,
dans,,,,
le,,,,
fond,,,,
du,,,,
jardin,,,,
un,,,,
grand,,,,
grenadier,,,,
dont,,,,
les,,,,
belles,,,,
fleurs,,,,
rouges,,,,
s',,,,
épanouissaient,,,,
au,,,,
soleil,,,,
.,,,,
Je,,,,
lui,,,,
dis,,,,
en,,,,
sanglotant,,,,
:,,,,
«,,,,
Donne,,,,
-moi,,,,
une,,,,
de,,,,
tes,,,,
fleurs,,,,
.,,,,
»,,,,
Il,,,,
me,,,,
la,,,,
donna,,,,
.,,,,
Je,,,,
la,,,,
mis,,,,
dans,,,,
ma,,,,
poitrine,,,,
,,,,
en,,,,
souvenir,,,,
de,,,,
lui,,,,
.,,,,
J',,,,
étais,,,,
très,,,,
malheureux,,,,
.,,,,
Pourtant,,,,
,,,,
au,,,,
milieu,,,,
de,,,,
cette,,,,
grande,,,,
douleur,,,,
,,,,
deux,,,,
choses,,,,
me,,,,
faisaient,,,,
sourire,,,,
:,,,,
d',,,,
abord,,,,
la,,,,
pensée,,,,
de,,,,
monter,,,,
sur,,,,
un,,,,
navire,,,,
,,,,
puis,,,,
la,,,,
permission,,,,
qu',,,,
on,,,,
',,,,
m',,,,
avait,,,,
donnée,,,,
d',,,,
emporter,,,,
mon,,,,
perroquet,,,,
avec,,,,
moi,,,,
.,,,,
Je,,,,
me,,,,
disais,,,,
que,,,,
Robinson,,,,
avait,,,,
quitté,,,,
son,,,,
île,,,,
dans,,,,
des,,,,
conditions,,,,
à,,,,
peu,,,,
près,,,,
semblables,,,,
,,,,
et,,,,
cela,,,,
me,,,,
donnait,,,,
du,,,,
courage,,,,
.,,,,
Enfin,,,,
,,,,
le,,,,
jour,,,,
du,,,,
départ,,,,
arriva,,,,
.,,,,
M.,,,,
Eyssette,,,,
était,,,,
déjà,,,,
à,,,,
Lyon,,,,
depuis,,,,
une,,,,
semaine,,,,
.,,,,
Il,,,,
avait,,,,
pris,,,,
les,,,,
devant,,,,
avec,,,,
les,,,,
gros,,,,
meubles,,,,
.,,,,
Je,,,,
partis,,,,
donc,,,,
en,,,,
compagnie,,,,
de,,,,
Jacques,,,,
,,,,
de,,,,
ma,,,,
mère,,,,
et,,,,
de,,,,
la,,,,
vieille,,,,
Annou,,,,
.,,,,
Mon,,,,
grand,,,,
frère,,,,
l',,,,
abbé,,,,
ne,,,,
partait,,,,
pas,,,,
,,,,
mais,,,,
il,,,,
nous,,,,
accompagna,,,,
jusqu',,,,
à,,,,
la,,,,
diligence,,,,
de,,,,
Beaucaire,,,,
?,,,,
,,,,
et,,,,
aussi,,,,
le,,,,
concierge,,,,
Colombe,,,,
nous,,,,
accompagna,,,,
.,,,,
C',,,,
est,,,,
lui,,,,
qui,,,,
marchait,,,,
devant,,,,
en,,,,
poussant,,,,
une,,,,
énorme,,,,
brouette,,,,
chargée,,,,
de,,,,
malles,,,,
.,,,,
Derrière,,,,
venait,,,,
mon,,,,
frère,,,,
l',,,,
abbé,,,,
,,,,
donnant,,,,
le,,,,
bras,,,,
à,,,,
Mme,,,,
Eyssette,,,,
.,,,,
Mon,,,,
pauvre,,,,
abbé,,,,
,,,,
que,,,,
je,,,,
ne,,,,
devais,,,,
plus,,,,
revoir,,,,
!,,,,
La,,,,
vieille,,,,
Annou,,,,
marchait,,,,
ensuite,,,,
,,,,
flanquée,,,,
d',,,,
un,,,,
énorme,,,,
parapluie,,,,
bleu,,,,
et,,,,
de,,,,
Jacques,,,,
,,,,
qui,,,,
était,,,,
bien,,,,
content,,,,
d',,,,
aller,,,,
à,,,,
Lyon,,,,
,,,,
mais,,,,
qui,,,,
sanglotait,,,,
tout,,,,
de,,,,
même,,,,
...,,,,
Enfin,,,,
,,,,
à,,,,
la,,,,
queue,,,,
de,,,,
la,,,,
colonne,,,,
venait,,,,
Daniel,,,,
Eyssette,,,,
,,,,
portant,,,,
gravement,,,,
la,,,,
cage,,,,
du,,,,
perroquet,,,,
et,,,,
se,,,,
retournant,,,,
à,,,,
chaque,,,,
pas,,,,
du,,,,
côté,,,,
de,,,,
sa,,,,
chère,,,,
fabrique,,,,
.,,,,
À,,,,
mesure,,,,
que,,,,
la,,,,
caravane,,,,
s',,,,
éloignait,,,,
,,,,
l',,,,
arbre,,,,
aux,,,,
grenades,,,,
se,,,,
haussait,,,,
tant,,,,
qu',,,,
il,,,,
pouvait,,,,
par,,,,
-,,,,
dessus,,,,
les,,,,
murs,,,,
du,,,,
jardin,,,,
pour,,,,
la,,,,
voir,,,,
encore,,,,
une,,,,
fois,,,,
...,,,,
Les,,,,
platanes,,,,
agitaient,,,,
leurs,,,,
branches,,,,
en,,,,
signe,,,,
d',,,,
adieu,,,,
...,,,,
Daniel,,,,
Eyssette,,,,
,,,,
très,,,,
ému,,,,
,,,,
leur,,,,
envoyait,,,,
des,,,,
baisers,,,,
à,,,,
tous,,,,
,,,,
furtivement,,,,
et,,,,
du,,,,
bout,,,,
des,,,,
doigts,,,,
.,,,,
Je,,,,
quittai,,,,
mon,,,,
île,,,,
le,,,,
30,,,,
septembre,,,,
18,,,,
...,,,,
II,,,,
--,,,,
LES,,,,
BABAROTRES,,,,
O,,,,
CHOSES,,,,
de,,,,
mon,,,,
enfance,,,,
,,,,
quelle,,,,
impression,,,,
VOUS,,,,
m',,,,
avez,,,,
laissée,,,,
!,,,,
Il,,,,
me,,,,
semble,,,,
que,,,,
c',,,,
est,,,,
hier,,,,
,,,,
ce,,,,
voyage,,,,
sur,,,,
le,,,,
Rhône,,,,
.,,,,
Je,,,,
vois,,,,
encore,,,,
le,,,,
bateau,,,,
,,,,
ses,,,,
passagers,,,,
,,,,
son,,,,
équipage,,,,
,,,,
j',,,,
entends,,,,
le,,,,
bruit,,,,
des,,,,
roues,,,,
et,,,,
le,,,,
sifflet,,,,
de,,,,
la,,,,
machine,,,,
.,,,,
Le,,,,
capitaine,,,,
s',,,,
appelait,,,,
Géniès,,,,
,,,,
le,,,,
maître,,,,
coq,,,,
Montélimart,,,,
.,,,,
On,,,,
n',,,,
oublie,,,,
pas,,,,
ces,,,,
choses,,,,
-là,,,,
.,,,,
La,,,,
traversée,,,,
dura,,,,
trois,,,,
jours,,,,
.,,,,
Je,,,,
passai,,,,
ces,,,,
trois,,,,
jours,,,,
sur,,,,
le,,,,
pont,,,,
,,,,
descendant,,,,
au,,,,
salon,,,,
juste,,,,
pour,,,,
manger,,,,
et,,,,
dormir,,,,
.,,,,
Le,,,,
reste,,,,
du,,,,
temps,,,,
,,,,
j',,,,
allais,,,,
me,,,,
mettre,,,,
à,,,,
la,,,,
pointe,,,,
extrême,,,,
du,,,,
navire,,,,
,,,,
près,,,,
de,,,,
l',,,,
ancre,,,,
.,,,,
Il,,,,
y,,,,
avait,,,,
là,,,,
une,,,,
grosse,,,,
cloche,,,,
qu',,,,
on,,,,
sonnait,,,,
en,,,,
entrant,,,,
dans,,,,
les,,,,
villes,,,,
:,,,,
je,,,,
m',,,,
asseyais,,,,
à,,,,
côté,,,,
de,,,,
cette,,,,
cloche,,,,
,,,,
parmi,,,,
des,,,,
tas,,,,
de,,,,
cordes,,,,
,,,,
je,,,,
posais,,,,
la,,,,
cage,,,,
du,,,,
perroquet,,,,
entre,,,,
mes,,,,
jambes,,,,
et,,,,
je,,,,
regardais,,,,
.,,,,
Le,,,,
Rhône,,,,
était,,,,
si,,,,
large,,,,
qu',,,,
on,,,,
voyait,,,,
à,,,,
peine,,,,
ses,,,,
rives,,,,
.,,,,
Moi,,,,
,,,,
je,,,,
l',,,,
aurais,,,,
voulu,,,,
encore,,,,
plus,,,,
large,,,,
,,,,
et,,,,
qu',,,,
il,,,,
se,,,,
fût,,,,
appelé,,,,
:,,,,
la,,,,
mer,,,,
!,,,,
Le,,,,
ciel,,,,
riait,,,,
,,,,
l',,,,
onde,,,,
était,,,,
verte,,,,
.,,,,
Des,,,,
grandes,,,,
barques,,,,
descendaient,,,,
au,,,,
fil,,,,
de,,,,
l',,,,
eau,,,,
.,,,,
Des,,,,
mariniers,,,,
,,,,
guéant,,,,
le,,,,
fleuve,,,,
à,,,,
dos,,,,
de,,,,
mules,,,,
,,,,
passaient,,,,
près,,,,
de,,,,
nous,,,,
en,,,,
chantant,,,,
.,,,,
Parfois,,,,
,,,,
le,,,,
bateau,,,,
longeait,,,,
quelque,,,,
île,,,,
bien,,,,
touffue,,,,
,,,,
couverte,,,,
de,,,,
joncs,,,,
et,,,,
de,,,,
saules,,,,
:,,,,
«,,,,
Oh,,,,
!,,,,
une,,,,
île,,,,
déserte,,,,
!,,,,
»,,,,
me,,,,
disais,,,,
-je,,,,
dans,,,,
moi,,,,
-,,,,
même,,,,
,,,,
et,,,,
je,,,,
la,,,,
dévorais,,,,
des,,,,
yeux,,,,
...,,,,
Vers,,,,
la,,,,
fin,,,,
du,,,,
troisième,,,,
jour,,,,
,,,,
je,,,,
crus,,,,
que,,,,
nous,,,,
allions,,,,
avoir,,,,
un,,,,
grain,,,,
.,,,,
Le,,,,
ciel,,,,
s',,,,
était,,,,
assombri,,,,
subitement,,,,
,,,,
un,,,,
brouillard,,,,
épais,,,,
dansait,,,,
sur,,,,
le,,,,
fleuve,,,,
,,,,
à,,,,
l',,,,
avant,,,,
du,,,,
navire,,,,
on,,,,
avait,,,,
allumé,,,,
une,,,,
grosse,,,,
lanterne,,,,
,,,,
et,,,,
,,,,
ma,,,,
foi,,,,
,,,,
en,,,,
présence,,,,
de,,,,
tous,,,,
ces,,,,
symptômes,,,,
,,,,
je,,,,
commençais,,,,
à,,,,
être,,,,
ému,,,,
...,,,,
À,,,,
ce,,,,
moment,,,,
,,,,
quelqu',,,,
un,,,,
dit,,,,
près,,,,
de,,,,
moi,,,,
:,,,,
«,,,,
Voilà,,,,
Lyon,,,,
!,,,,
»,,,,
En,,,,
même,,,,
temps,,,,
la,,,,
grosse,,,,
cloche,,,,
se,,,,
mit,,,,
à,,,,
sonner,,,,
.,,,,
C',,,,
était,,,,
Lyon,,,,
.,,,,
Confusément,,,,
,,,,
dans,,,,
le,,,,
brouillard,,,,
,,,,
je,,,,
vis,,,,
des,,,,
lumières,,,,
briller,,,,
sur,,,,
l',,,,
une,,,,
et,,,,
sur,,,,
l',,,,
autre,,,,
rive,,,,
,,,,
nous,,,,
passâmes,,,,
sous,,,,
un,,,,
pont,,,,
,,,,
puis,,,,
sous,,,,
un,,,,
autre,,,,
.,,,,
À,,,,
chaque,,,,
fois,,,,
l',,,,
énorme,,,,
tuyau,,,,
de,,,,
la,,,,
cheminée,,,,
se,,,,
courbait,,,,
en,,,,
deux,,,,
et,,,,
crachait,,,,
des,,,,
torrents,,,,
d',,,,
une,,,,
fumée,,,,
noire,,,,
qui,,,,
faisait,,,,
tousser,,,,
...,,,,
Sur,,,,
le,,,,
bateau,,,,
,,,,
c',,,,
était,,,,
un,,,,
remue,,,,
-,,,,
ménage,,,,
effroyable,,,,
.,,,,
Les,,,,
passagers,,,,
cherchaient,,,,
leurs,,,,
malles,,,,
,,,,
les,,,,
matelots,,,,
juraient,,,,
en,,,,
roulant,,,,
des,,,,
tonneaux,,,,
dans,,,,
l',,,,
ombre,,,,
.,,,,
Il,,,,
pleuvait,,,,
...,,,,
Je,,,,
me,,,,
hâtai,,,,
de,,,,
rejoindre,,,,
ma,,,,
mère,,,,
,,,,
Jacques,,,,
et,,,,
la,,,,
vieille,,,,
Annou,,,,
qui,,,,
étaient,,,,
à,,,,
l',,,,
autre,,,,
bout,,,,
du,,,,
bateau,,,,
,,,,
et,,,,
nous,,,,
voilà,,,,
tous,,,,
les,,,,
quatre,,,,
,,,,
serrés,,,,
les,,,,
uns,,,,
contre,,,,
les,,,,
autres,,,,
,,,,
sous,,,,
le,,,,
grand,,,,
parapluie,,,,
d',,,,
Annou,,,,
,,,,
tandis,,,,
que,,,,
le,,,,
bateau,,,,
se,,,,
rangeait,,,,
au,,,,
long,,,,
des,,,,
quais,,,,
et,,,,
que,,,,
le,,,,
débarquement,,,,
commençait,,,,
,,,,
En,,,,
vérité,,,,
,,,,
si,,,,
M.,,,,
Eyssette,,,,
n',,,,
était,,,,
pas,,,,
venu,,,,
nous,,,,
tirer,,,,
de,,,,
là,,,,
,,,,
je,,,,
